date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:05:42	99495/99495	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Jul%202024%2004:35:42%20GMT	https://www.miniorange.com/iam/content-library/admin-docs/how-to-assign-policy	E:/Destop/Coding/HTTrack/documentation/www.miniorange.com/iam/content-library/admin-docs/how-to-assign-policy.html	(from https://www.miniorange.com/iam/content-library/admin-docs/manage-groups)
10:05:42	99300/99300	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Jul%202024%2004:35:43%20GMT	https://www.miniorange.com/iam/content-library/admin-docs/restrict-apps-to-particular-users	E:/Destop/Coding/HTTrack/documentation/www.miniorange.com/iam/content-library/admin-docs/restrict-apps-to-particular-users.html	(from https://www.miniorange.com/iam/content-library/admin-docs/manage-groups)
10:05:43	98782/98782	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Jul%202024%2004:35:43%20GMT	https://www.miniorange.com/iam/content-library/admin-docs/delete-policy	E:/Destop/Coding/HTTrack/documentation/www.miniorange.com/iam/content-library/admin-docs/delete-policy.html	(from https://www.miniorange.com/iam/content-library/admin-docs/manage-groups)
10:05:43	103557/103557	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Jul%202024%2004:35:43%20GMT	https://www.miniorange.com/iam/content-library/admin-docs/customization-overview	E:/Destop/Coding/HTTrack/documentation/www.miniorange.com/iam/content-library/admin-docs/customization-overview.html	(from https://www.miniorange.com/iam/content-library/admin-docs/manage-groups)
10:05:44	105364/105364	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Jul%202024%2004:35:44%20GMT	https://www.miniorange.com/iam/content-library/admin-docs/enable-custom-domain	E:/Destop/Coding/HTTrack/documentation/www.miniorange.com/iam/content-library/admin-docs/enable-custom-domain.html	(from https://www.miniorange.com/iam/content-library/admin-docs/manage-groups)
10:05:45	101661/101661	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Jul%202024%2004:35:45%20GMT	https://www.miniorange.com/iam/content-library/admin-docs/custom-email-gateway-configuration	E:/Destop/Coding/HTTrack/documentation/www.miniorange.com/iam/content-library/admin-docs/custom-email-gateway-configuration.html	(from https://www.miniorange.com/iam/content-library/admin-docs/manage-groups)
10:05:46	110535/110535	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Jul%202024%2004:35:46%20GMT	https://www.miniorange.com/iam/content-library/admin-docs/custom-sms-gateway-configuration	E:/Destop/Coding/HTTrack/documentation/www.miniorange.com/iam/content-library/admin-docs/custom-sms-gateway-configuration.html	(from https://www.miniorange.com/iam/content-library/admin-docs/manage-groups)
10:05:46	100378/100378	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Jul%202024%2004:35:46%20GMT	https://www.miniorange.com/iam/content-library/admin-docs/otp-over-email-template	E:/Destop/Coding/HTTrack/documentation/www.miniorange.com/iam/content-library/admin-docs/otp-over-email-template.html	(from https://www.miniorange.com/iam/content-library/admin-docs/manage-groups)
10:05:48	100416/100416	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Jul%202024%2004:35:47%20GMT	https://www.miniorange.com/iam/content-library/admin-docs/out-of-band-template	E:/Destop/Coding/HTTrack/documentation/www.miniorange.com/iam/content-library/admin-docs/out-of-band-template.html	(from https://www.miniorange.com/iam/content-library/admin-docs/manage-groups)
10:05:49	105323/105323	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Jul%202024%2004:35:49%20GMT	https://www.miniorange.com/iam/content-library/admin-docs/configure-multi-factor-authentication	E:/Destop/Coding/HTTrack/documentation/www.miniorange.com/iam/content-library/admin-docs/configure-multi-factor-authentication.html	(from https://www.miniorange.com/iam/content-library/admin-docs/manage-groups)
10:05:51	130963/130963	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Jul%202024%2004:35:50%20GMT	https://www.miniorange.com/iam/content-library/admin-docs/configure-mfa-methods-for-admins	E:/Destop/Coding/HTTrack/documentation/www.miniorange.com/iam/content-library/admin-docs/configure-mfa-methods-for-admins.html	(from https://www.miniorange.com/iam/content-library/admin-docs/manage-groups)
10:05:52	104379/104379	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Jul%202024%2004:35:52%20GMT	https://www.miniorange.com/iam/content-library/admin-docs/configure-mfa-methods-for-users	E:/Destop/Coding/HTTrack/documentation/www.miniorange.com/iam/content-library/admin-docs/configure-mfa-methods-for-users.html	(from https://www.miniorange.com/iam/content-library/admin-docs/manage-groups)
10:05:53	98863/98863	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Jul%202024%2004:35:53%20GMT	https://www.miniorange.com/iam/content-library/admin-docs/enable-mfa-for-self-service-console	E:/Destop/Coding/HTTrack/documentation/www.miniorange.com/iam/content-library/admin-docs/enable-mfa-for-self-service-console.html	(from https://www.miniorange.com/iam/content-library/admin-docs/manage-groups)
10:05:53	111765/111765	---M-Z	200	added ('OK')	text/html	date:Fri,%2012%20Jul%202024%2004:35:54%20GMT	https://www.miniorange.com/iam/content-library/admin-docs/configure-adaptive-authentication	E:/Destop/Coding/HTTrack/documentation/www.miniorange.com/iam/content-library/admin-docs/configure-adaptive-authentication.html	(from https://www.miniorange.com/iam/content-library/admin-docs/manage-groups)
